id_artigo,title,authors,year,doi,abstract,journal,nivel_burocracia,metodo,setor_politica,dimensao_teorica,relacao_politica_burocracia,explicacao_arranjo,consequencia_arranjo,valoracao_burocracia,enquadramento_normativo,grau_agencia,referencia_federal,escopo_empirico
327,Fatores que moldam o comportamento dos burocratas de nível de rua no processo de implementação de políticas públicas,"Ferreira, Vicente da Rocha Soares; Medeiros, Janann Joslin",2016,https://doi.org/10.1590/1679-395129522,"Abstract Implementation is the transformation of public policy objectives into concrete results delivered to citizens. The study of this process may be approached from the bottom-up or the top-down, or by some combination of these perspectives. From the bottom-up perspective, the frontline implementer (commonly called ""street-level bureaucrat"" in the literature on the subject), is regarded as a key element in the implementation process, due to his direct responsibility for policy execution. Thus, this article presents an analysis that addresses the work of this public servant during the implementation process, in order to systematize knowledge on the factors that influence how this work is carried out and indicate directions for further research. This analysis, based on survey and systematization of the literature on the subject, revealed that the behavior of a street-level bureaucrat is molded by personal, professional, managerial, and policy-related factors. The discussion of these factors is organized into six subsections: discretionary action; interaction with policy users; relations with the management system; accountability; self-interest; and standards, rules, beliefs, and values. In this sense, it was found that scientific research about the street-level bureaucrat is characterized by considerable fragmentation, with theoretical approach and focus of analysis varying in accordance with the interest of the respective researcher. Therefore, the article attempts to show how all of the different elements addressed in the literature are related and how they may affect the frontline implementer's behavior and the implementation process. Based on the analysis conducted, directions for further research are indicated.",Cadernos EBAPE.BR,Nível de rua,quantitativo,,,,,,,,,,
328,A atuação dos burocratas de nível de rua na implementação de políticas públicas no Brasil: uma proposta de análise expandida,"BONELLI, FRANCESCO; FERNANDES, ANTONIO SÉRGIO ARAÚJO; COÊLHO, DENILSON BANDEIRA; PALMEIRA, JAMILI DA SILVA",2019,https://doi.org/10.1590/1679-395177561,"Abstract This article analyzes the multiple dimensions of street-level bureaucrats’ action in the implementation of public policies in the Brazilian context. The study aims to contribute to understand the subject with an expanded analytical approach. Bibliographic research was carried out in academic digital databases, identifying and selecting national and international works, according to methodologically defined criteria. The publications were analyzed and organized according to the following conceptual categories: discretion, structures, individual action, and relations. From the tension regarding rules and discretion in public administration, the analysis and interpretation of these works showed: a) the need to compare, separately and jointly, three different perspectives of street-level bureaucrats’ action (structural, individual action and relational perspectives); b) the need to understand the relationship of these perspectives in the implementation process itself. After the bibliographic review, hypotheses were formulated for an expanded analysis of the policy implementers’ action, suggesting lines for future research on the subject. This article contributes to the debate on the subject with an unprecedented theoretical construct that seeks to integrate the three different analytical perspectives presented in a dialectical synthesis of the central concepts of the literature on street-level bureaucrats’ implementation of public policies.",Cadernos EBAPE.BR,Nível de rua,quantitativo,,,,,,,,,,
329,Valorização do tema “Responsabilidade Social” em Instituições de Ensino Superior? Análise de cursos de Administração no estado do Rio de Janeiro,"Serao, Luiz Antonio Jucá; Oliveira, Fátima Bayma de; Pires, Mirian Albert; Sant’Anna, Anderson de Souza",2017,https://doi.org/10.1590/1679-395160284,"Abstract This paper aims to analyze the recognition of the theme “social responsibility” in undergraduate courses in Business Administration offered by higher education institutions (HEIs) in the State of Rio de Janeiro, from the viewpoint of course coordinators, students and student organizations that undertake social practices. A qualitative survey was conducted by applying 14 (fourteen) in-depth interviews with the coordinators, directors, professors and representatives of students social organizations. In addition, 15 (fifteen) questionnaires were completed by students who worked in the surveyed social organizations. The empirical results reveal that there is still a long way to go for Social Responsibility to be effectively included in the mandatory study program of the surveyed courses in Business Administration. In most cases, disciplines addressing social responsibility are optional (in private HEIs) or non-existent (in public HEI). Nevertheless, there is a notable increase in the number of students working in student organizations and engaged in social practices, which represent an opportunity for students to get work experience in the subject. However, this is still a small percentage, considering the amount of students registered on undergraduate courses in Business Administration. The findings also reveal that the main causes of this poor involvement of students in social entities are associated with bureaucracy as well as with the low recognition HEI give to social organizations.",Cadernos EBAPE.BR,Nível de rua,metodos mistos,,,,,,,,,,
330,Why is it so hard to belong? The difficulties of refugees in their integration processes within Brazilian society and labor market,"TEIXEIRA, ANA CHRISTINA CELANO; SILVA, ELIANA CRISTINA MOTTA DA; BALOG, DANIELA LONGOBUCCO TEIXEIRA; SÁ, BIANCA",2021,https://doi.org/10.1590/1679-395120200016,"Abstract The world has recently witnessed a social phenomenon that has been present during the entire history of humanity, but has now taken on greater proportions and impact: the large population displacements of refugees. According to the United Nations, more than 75 million people were in this situation worldwide at the end of 2017, a figure never observed before (UNHCR, 2017). Since 1951, more than 147 countries, including Brazil, have signed the United Nations Refugee Convention, which established obligations for signatory governments to provide refugees with legal and safe working conditions. Considering this context, this study aims to investigate the perceptions of refugees of different origins regarding the processes and difficulties of integrating into Brazilian society and labor market. The processes deal with bureaucratic barriers, cultural differences, ethnic-racial issues, and language, among others. The study uses a qualitative approach consisting of eight interviews in the city of Rio de Janeiro with refugees of a variety of nationalities and both genders. The results show that these respondents perceive a gap between public policies and practices involving refugees in the workplace, and also discrimination by the population, employers, and authorities, describing a multicultural rather than an intercultural context. Despite these challenges, respondents say they intend to continue living and working in Brazil.",Cadernos EBAPE.BR,Geral,metodos mistos,,,,,,,,,,
331,Os desafios do controle interno governamental diante da reforma do estado: o caso do programa de modernização do controle interno do estado da Paraíba (Promocin),"Toscano Jr, Eudes Moacir; Leitão, Carla Renata Silva",2006,,"The present research aims to make a comparative study between the activities defined in the component Auditing and Internal Control of the Program of Modernization of the Internal Control of the State of Paraíba - PROMOCIN, coordinated by the Secretaria do Controle da Despesa Pública, and the defined guidelines launched by the process of Reform of the Brazilian State for implanting the paradigm of the Managerial Public Administration in the Public Sector. The work was carried out through bibliographical and documental approaches concerning the chosen theme, which evidenced the existent compatibility between the mentioned activities carried out by the PROMOCIN, and the international and national current tendency established by the Reform of the State, for the profile of the auditing and internal control entities of the government sphere, which tend to establish a pattern of ex post internal control management, clearly focused on the evaluation of the results of the application of public resources rather than on the mere accomplishment of insufficient bureaucratic formalities, in order to reinforce the efficacy and efficiency in the administration of the public finances.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
332,Escala de competências gerenciais para o setor público,"FREITAS, PABLO FERNANDO PESSOA DE; ODELIUS, CATARINA CECÍLIA",2022,https://doi.org/10.1590/1679-395120210050,"Abstract The people management area lacks instruments to carry out valid and accurate diagnoses. Many available tools to measure managerial competencies in the public sector are limited to a public segment or neglect important managerial aspects, or still do not present items in the observable behavior format (verb + object + criterion or condition), making difficult diagnoses and comparisons. In view of this gap, this study aimed to develop a managerial competence scale for the public sector and present evidence of its validity. The scale was developed based on a literature review, content analysis with a posteriori categorization, evaluation made by judges, pre-test, two data collection from 1,376 subjects, from which 724 were civil servants of different bodies and another 652 specifically of the Superior Court of Justice (STJ), besides the validity and trustworthiness verification in three studies: one using exploratory factorial analysis (EFA) and two using confirmatory factorial analysis (CFA). The EFA presented three factors: Processes and Results; Human Relations and Innovation; and Public Interest, with a Total Variance Explained of 83.93%. The CFA, in the general context and in the STJ, had good rates of adjustment after some changes that made the instrument more parsimonious, with 29 items. The reliability analysis showed an average α of 0.953. The factors are backed by the literature and value the singularities of the public sector. From a practical point of view, the study allows diagnoses and research on the competencies of public managers from different Powers, segments, positions, and hierarchical levels, enabling inter-institutional comparisons.",Cadernos EBAPE.BR,Geral,metodos mistos,,,,,,,,,,
333,Consciência política e participação dos representantes da sociedade civil no Conselho Municipal de Assistência Social de Vitória - ES,"Dau, Arthur Gomes; Palassi, Márcia Prezotti; Silva, Marta Zorzal e",2019,https://doi.org/10.1590/1679-395169859,"Abstract This article aims to understand the political awareness and the participation of members and deputy members representing civil society in the Municipal Council of Social Assistance of Vitória (ES). The discussion is based on the political awareness model for understanding participation in collective actions developed by Sandoval (2001). It is a qualitative research, with data obtained through analysis of documents, non-participant observation in the council’s plenary sessions, and semi-structured interviews with eight members and deputy members representing civil society in the Municipal Council of Social Assistance. The data collected was then submitted to content analysis (BARDIN, 2004). The subjects studied represented three different segments of civil society and the results revealed different forms of political awareness between them: representatives of social services users were more sensitive to aspects such as collective identity, political efficacy, and justice and injustice. Representatives of nonprofit showed to be more sensitive to aspects such as collective identity, antagonistic and opposing interests, and political efficacy. Representatives of the workers in the field of social services demonstrated sensitivity toward political efficacy and justice and injustice. The conclusion is that different political awareness influences how: representatives of workers participate in a limited way to the plenary sessions, and more on thematic commissions and providing technical support to nonprofits. Representatives of service users participate more comprehensively in social movements, neighborhood associations, and demanding for social services from the public administration. Representatives of nonprofits participate in social movements, in activities related to the public administration and in activities involving the nonprofits’ beneficiaries.",Cadernos EBAPE.BR,Geral,qualitativo,,,,,,,,,,
334,Governance arrangements for socio-environmental sustainability in the implementation of large infrastructure projects in the Brazilian Amazon,"PEREIRA, ANA KARINE; GOMIDE, ALEXANDRE DE ÁVILA; MACHADO, RAPHAEL; IBIAPINO, MARCELA",2023,https://doi.org/10.1590/1679-395120210073x,"Abstract This article explores governance arrangements’ conditions to attend socio-environmental demands from local communities in the context of megaprojects. Specifically, we investigate how the causal conditions “social participation effectiveness,” “political entrepreneurs,” “governmental coordination,” “public budget,” “political priority,” and “administrative capacity” are mobilized in sustainable territorial development plans - governance arrangements to attend socio-environmental demands - in the context of infrastructure megaprojects in the Brazilian Amazon. We applied Mill’s method of difference to compare the role of these conditions in processing five socio-environmental demands claimed in the context of the implementation of the Belo Monte hydroelectric plant and paving BR-163. The results indicate that the relevance of these conditions depends on context, and only the condition “social participation effectiveness” was shared by all the successful cases.",Cadernos EBAPE.BR,Alto escalão,nao identificado,,,,,,,,,,
335,Capacidade institucional: uma revisão de conceitos e programas federais de governo para o fortalecimento da administração pública,"Fernandes, Fabiana Silva",2016,https://doi.org/10.1590/1679-395128311,"Abstract This article is a review of concepts on institutional capacity and some federal programs deployed to strengthen the institutional capacity of states, municipalities, and public administration bodies. For preparing this paper, a bibliographic and documentary survey was made on, respectively, the concept of institutional capacity and the programs and actions taken by the federal government to strengthen its institutional capacity. It was found that the concept has a polysemic and pragmatic nature and it was designed to measure and devise strategies to strengthen the capacity of institutions. Similarly, the existence of close ties between institutional capacity and planning and management capacity with regard to public policies was noticed.",Cadernos EBAPE.BR,Geral,quantitativo,,,,,,,,,,
336,Cultura organizacional e avanço do management na Marinha do Brasil,"Santos, Maria de Fátima Bandeira dos; Fonseca, Ana Carolina Pimentel Duarte da; Sauerbronn, Fernanda Filgueiras",2014,,"This article addresses the advance of the North-American managerialism and its reflections on the Brazilian public administration. More specifically, the focus lies on introducing management culture by means of the new system of costs, presented by the Federal Government as a way to support decision-making and effective allocation of public spending. The Brazilian Navy and Military Organizations Providing Services (MOPS) are immersed in this context that reproduces in an uncritical way management models and disregards aspects related to organizational culture. Therefore, the research aims to investigate how the cultural characteristics of a MOPS get close to or far from those required for adopting the variable cost method. The study was conducted through field research, with in-depth interviews. Subjects' speeches underwent content analysis and, in order to avoid a monolithic and simplified approach to organizational culture, they were grouped according to the multiparadigm approach proposed by Meyerson and Martin (1987). The results suggest that professionalism and creativity have been promoted within the organization. However, these characteristics, which are in line with the cult of excellence aligned to management, oppose some peculiarities of MOPS, such as observing hierarchy and discipline. Hierarchy and discipline hinder decentralization, delegation, and implementation of the result assessment and control culture. Finally, it is argued that a result control approach, in line with the management principles, shows up as not suited to MOPS, and there is a need to retrieve alternative rationality notions that observe local knowledge.",Cadernos EBAPE.BR,Geral,qualitativo,,,,,,,,,,
337,Gestão de políticas sociais: a importância das articulações institucionais e setoriais em programas de segurança alimentar e nutricional,"Mafra, Luiz Antonio Staub; Naves, Flavia Luciana",2009,,"The decentralization of both responsibilities and power for the cities to implement some of the policies that were exclusive responsibility of the federal government before shows that this process, even when bringing advances in what is related to the democratization, resulted in difficulties for local governments, especially when considering the complexities that are inherent to social policies. The formulation and implementation of programs of food and nutritional safety, a matter that has been increasingly emphasized in the realm of public policies, especially of city government, generates many challenges, forcing the governors to create specific articulations among government's sectors and parts, civil society and private sphere. The objective of the article is to contribute for the discussion about the importance of the construction of these arrangements from a case study carried out in the city of Belo Horizonte.",Cadernos EBAPE.BR,Geral,qualitativo,,,,,,,,,,
338,A administração pública e a educação ambiental no Programa de Gestão Integrada de Resíduos Sólidos: uma reflexão de uma experiência local,"Vieira, Jane Eyre G.; Echeverría, Agustina Rosa",2007,,"This study discusses the Program for the Integrated Management of Solid Residues (PGIRS) starting from anexperience in Quirinópolis (Goiás), which was accompanied by the Caixa Econômica Federal. It proposes Environmental Education as a strategy for improving results. The PGIRS Brazilian Federal Government's aims at contributing to the Public Administration of the Municipality in its efforts to solve environmental problems generated by urban waste. It also hopes to promote the participation of local agents in setting up the program, while at the same time, presenting the limitations involved in carrying it out.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
339,Conselhos gestores de políticas públicas: aspectos teóricos sobre o potencial de controle social democrático e eficiente,"Gomes, Eduardo Granha Magalhães",2015,https://doi.org/10.1590/1679-395123196,"Abstract:The proliferation of management councils of public policies gives rise to assessing their potential to deepen the democratic contents of the public management and increase the effectiveness of public policies through social control. With this purpose, this theoretical essay opposes the representative and deliberative dimensions in democracy to criticism against the representative system and the democratic method of aggregating preferences, and it also analyzes the propensity for government accountability as for the signalization of policies processed by the council. Argumentation relies on significant international studies about the models of representative and deliberative democracy and on dialogue with Brazilian studies addressing the theme social control. It is concluded that the councils have potential to foster a democratic deepening in management of public policies, particularly by strengthening conditions that enable an egalitarian decision-making process. Nevertheless, such potential is closely related to the geographical domain and the sectoral scope: municipal participatory bodies with an only scope have greater democratic potential than national bodies having a broader range of themes. In any case, making this potential a reality is conditioned to institutional arrangements that enable incentives to ensure the legitimacy of representatives both of the civil society and the government, the egalitarian decision-making process, and the availability of tools to enforce council's decisions. This article hopes to contribute to developing the analytical tools needed to study the councils and build effective institutional arrangements of these bodies vis-à-vis their democratic and effectiveness goals.",Cadernos EBAPE.BR,Geral,quantitativo,,,,,,,,,,
340,Participação social na Conferência Municipal de Olinda: mito ou realidade?,"Pacheco, Flávia Lopes; Silva, Ana Beatriz Nunes da; Nogueira, Alessandra Cabral",2007,,"The manifestations occurred in Brazil, at the end of the 80's, symbolized the interest in promoting a new meeting between State and society. The government of Lula brought new hopes for society and developed a new model of societal management in Public Administration. The objective of this paper is to analyze whether these practices developed by the Brazilian Ministry of Culture (through the I Cultural Municipal Conference of Olinda, occurred in 2005), can characterize a bigger social participation in the management of the politics of national culture. We tried to understand whether these practices are being developed from the participation of both the federated beings and society for the development of a national public politics. We concluded that, although the current government possesses a different speech, not seeming to focus on economic neo-liberalism and searching to accomplish society action, is still far from promoting a full social participation. It's necessary to analyze the Brazilian democratic process carefully, since it is not easy to share power.",Cadernos EBAPE.BR,Alto escalão,nao identificado,,,,,,,,,,
341,Ranking de transparência ativa de municípios do Estado de Minas Gerais: avaliação à luz da Lei de Acesso à Informação,"ALVES, JOSIAS FERNANDES; MIRANDA, ADÍLIO RENÊ ALMEIDA; TEIXEIRA, MARCO ANTONIO CARVALHO; SOUZA, PAULO ROBERTO RODRIGUES DE",2021,https://doi.org/10.1590/1679-395120200135,"Abstract Active transparency is a dimension of public transparency provided for in the Right to Information Act, which provides for the disclosure of non-confidential information by public agencies, regardless of requests. This article aims to evaluate the online portals of a random sample of 197 municipalities in the 13 geographic regions of the state of Minas Gerais, with over 10,000 inhabitants, using the General Active Transparency Index (GATI), calculated based on the law and the principles of open government data. The Evaluation of Active Transparency for Public Entities, developed by the Public Transparency Program of Fundação Getulio Vargas was adapted and used for the study. The ranking shows that 72% of the portals are rated below 50, on the maximum scale of 100. There is also a large disparity between scores and the trend of greater transparency in the most populous cities, equal to or greater than 60. The results confirm previous studies that indicate high levels of opacity in the local public administration, mainly in smaller municipalities. The study contributes to the still relatively scarce literature about transparency at the municipal level, in the light of the principles of open government data, in the Brazilian state with the most municipalities.",Cadernos EBAPE.BR,Alto escalão,nao identificado,,,,,,,,,,
342,Os programas de integridade pública no Brasil: indicadores e desafios,"BARRETO, RODRIGO TAVARES DE SOUZA; VIEIRA, JAMES BATISTA",2021,https://doi.org/10.1590/1679-395120200069,"Abstract This article describes the public integrity programs implemented by the Brazilian direct public administration, to compare their practices with the international anti-corruption regime. The study analyzed 12 public integrity programs implemented by federal, state, and municipal governments. Following the practices provided for in the national and international anti-corruption regime, each program was analyzed using 36 indicators, grouped into 9 guidelines. The results indicate that, although there is still a small number of programs, on average, 70% of the practices provided for in these regimes are observed at least partially. The evidence points out that the main challenges for improving these programs are the adoption of prior checks, the appropriate combination between the channels of complaints and internal investigations, and the promotion of institutional capacities. The study describes the practices that public integrity programs adopt through a set of indicators that can be compared and replicated in future research on the topic.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
343,"El nuevo municipalismo y la gestión de lo común: la experiencia de la Red de Municipios Cooperativos (República Argentina, 2016-2022)","García, Ariel Oscar; Tarsia, Aldana García",2024,https://doi.org/10.1590/1679-395120230022,"Abstract This article aims to present an experience of public policy generation, elaborating on the exchange between local bureaucracies and the cooperative sector under the precept of generating an economic dynamic associated with cooperative local purchases, in which credit is a relevant dimension for the generation and maintenance of local sources of employment and the strengthening of the municipal economic structure. The new municipalism as a theoretical approach allows the conceptualization of the Red de Municipios Cooperativos of the Argentine Republic as a tool for community governance and urban management. Through primary sources (semi-structured interviews and field observations) and secondary sources (academic bibliography and official reports), the history of the Red de Municipios Cooperativos is reviewed (from 2016 to the present) and its limitations and potentialities are analyzed regarding the improvement of the sustainability of the associative experiences that access the financing for local purchases within the framework of the network. Regarding the conclusions, the capacity of initiatives at the local level to strengthen municipal economies autonomously from national public policies stands out.",Cadernos EBAPE.BR,Alto escalão,qualitativo,,,,,,,,,,
344,Processos urbanos e gestão local: os casos de Ribeirão Preto e Piracicaba entre o empresariamento urbano e o Estatuto da Cidade,"Terci, Eliana Tadeu",2018,https://doi.org/10.1590/1679-395166549,"Abstract This article is the result of a comparative study of urban processes in municipalities in the interior of the state of São Paulo since the City Statute (Federal Law 10,257 of 2001, which regulates articles 182 and 183 of the Federal Constitution of 1988, related to urban policy). The main variables in the study are: (i) the urban impacts of the production restructuring of the sugarcane agroindustry and (ii) the actions of the public and private actors in the urban configuration and city management. The process of financialization of the world economy since 1990 imposed the reduction of the State, intensified international competitiveness, promoting a broad process of production restructuring and the internationalization of the Brazilian agribusiness, impacting the territories integrating the commodities production chains. The cities became protagonists and their advantage in terms of location has been used by the public and private sectors in order to attract business characterizing urban entrepreneurism. Concomitantly, the implementation of the City Statute subordinated urban dynamics to the social function of property and to urban inclusion. This contradiction is analyzed using as reference two municipalities located in two sugarcane regions of the state of São Paulo: Piracicaba (older city) and Ribeirão Preto (more dynamic) analyzing data from the last decades. Through the analysis of demographic, socioeconomic and public spending data, it was found that urban entrepreneurism has been the hallmark of municipal management, ignoring the City Statute and the regulation established by the master plans, which have been systematically modified to meet the economic imperatives and real estate expansion.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
345,Isomorfismo e variação da gestão escolar na rede pública brasileira de Ensino Fundamental,"Versiani, Ângela França; Monteiro, Plínio Rafael Reis; Rezende, Sérgio Fernando Loureiro de",2018,https://doi.org/10.1590/1679-395165934,"Abstract This article discusses the homogeneity and variety of the network of the public education network of Brazilian elementary schools. The theoretical background is based on the contemporary institutional perspective debate about the homogeneity and variation of the organizational field. The study addresses a gap in the literature by focusing on how much structural forms are isomorphics in one organizational field as well as identifying their social consequences. From this, two propositions are presented. The first assumes that there is one educational management model spread in the public education network and the second points to variations related to the performance of schools. A survey was applied to 551 teachers from the municipal network of education of Belo Horizonte (MG). The results show that there is isomorphism in the educational management model based on values of dialogue and participation. However, there are also variations in this model, which are associated to the performance of schools. The article’s main theoretical contribution is the identification of the institutional logics present in an organizational field and its consequences to the organization.",Cadernos EBAPE.BR,Nível de rua,quantitativo,,,,,,,,,,
346,"Quando ""feds"" e ""locals"" não falam a mesma língua: uma análise sobre dissonâncias na cooperação federativa","Grin, Eduardo José; Abrucio, Fernando Luiz",2017,https://doi.org/10.1590/1679-395164940,"Abstract The article discusses the problems that may appear in the federative cooperation between the central level and municipalities and generate divergence around offered programs. Empirically, we analyze the National Program of Support to Fiscal and Administrative Management of Brazilian Municipalities (PNAFM) turned to modernize municipal management because it permits to evaluate the contrasting viewings between federal agencies (Department of the Treasury (MF)/Caixa Econômica Federal (CEF)) and municipalities. Theoretically, the argument to be discussed is that the existence of contradictory positions between federal agencies offering programs and local governments as recipients may create federative dissonances that result in low performance in terms of adhesion from subnational governments. This is a qualitative (we did interviews and documentary analysis) and quantitative research (we applied a survey in Brazilian municipalities and compiled information of the signed contracts according to reports obtained with the CEF. It was found that the federative dissonance expressed through numbers of municipal adhesion and by the opposed viewings of the feds and locals as the interviews with representatives of MF, CEF and municipalities. In terms of intergovernmental cooperation to promote municipal state capacities the analyzed case evidences as the optimism and capacities of enforcement from federal managers can approach the ambition of goals of a program with the failures of implementation and timidity of reached results.",Cadernos EBAPE.BR,Nível de rua,metodos mistos,,,,,,,,,,
347,Os conselhos gestores municipais como instrumentos da democracia deliberativa no Brasil,"Silva e Oliveira, Virgílio Cézar da; Pereira, José Roberto; Oliveira, Vânia A. R. de",2010,,"The collective management of public policies requires new relationships, both democratic and dialogical, between society and the State. It also requires the construction of institutional structures that are capable of sustaining it and of strengthening non-state public spaces. In municipal boundaries, the management councils are important players in these processes. From these considerations, this essay discusses some assumptions so that they are, in fact, foundations of deliberative democracy - understood as a method for formation of collective decisions by means of dialogue between politically equal individuals. In order to organize the argument, the conditions of effectiveness were divided into three categories. The first concentrates on elements related to the formal organization of councils. The following discusses aspects relating to their deliberative process. Issues concerning the connection of councils with social groups and local powers lie within the latter category.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
348,Sistema Nacional de Cultura: a tradução do dinâmico e do formal nos municípios da região Sul,"Carvalho, Cristina Amélia; Silva, Rosimeri Carvalho da; Guimarães, Rodrigo Gameiro",2009,,"The trajectory of public policy culture in the country since the Vargas era to the present time to institutionalization of the National Culture System (CNS), highlights the struggle that confronts the social agents who struggle to preserve the hegemony of an exclusionary model and those who defend the culture as a social right. The construction and implementation of the system by its own logic, can only come from the national mobilization of state and local leaders of culture and civil society. The CNS involves organizational and institutionalized systems in 3 federal levels, a joint institution governed by regulations, instruments, apparatus and negotiations. Our reflection on the construction of the CNS considers the information on the dynamics, the cultural apparatus, and the institutional culture in the municipalities, collected by the IBGE. We interpret and discuss data from the South Region to identify the potential of cities and the needs that come to the realization of a complex system of management and public policy. This discussion allows us to some projections about the size of the task to mobilize the vast majority of municipalities in the country in the deconstruction of traditions rooted in governance. In this sense, is from the pedagogy of the oppressed and education as a practice of freedom of Paulo Freire, that planning situational Matus could act as a critical approach to social reality, and appropriation of planning as a tool of political struggle in the social policy culture. We believe that this is an opportunity to experience the creative dialogue that co-produce knowledge from a counter-hegemonic position and to escape the naturalization of concepts from the area of management, are not suitable to a dynamic reality that does not need to repeat the dominant models business and management.",Cadernos EBAPE.BR,Geral,nao identificado,,,,,,,,,,
349,Proposição de um modelo de gestão sustentável e competitivo para o artesanato,"Leite, Anderson Aquiles Viana; Sehnem, Simone",2018,https://doi.org/10.1590/1679-395164057,"Abstract The purpose of this article is to identify the essential characteristics necessary to the proposal of a model of sustainable and competitive management for the crafts managed by the Brazilian municipality of Chapecó, Santa Catarina. It is aligned with the theoretical precepts of Administration which have been structured as dimensions of analysis: Management, Crafts, Sustainability and Competitiveness. The methodology used is based on a qualitative approach with the support of descriptive statistics, which has been applied to a survey of 156 accredited artisans, managers and employees of a city government organization that coordinates this craftwork. This study analyzes artisans to explore their profiles and the organization’s characteristics to address aspects of the way in which artisans perform their crafts and evaluates the way that they are managed from the point of view of the artisans. The results make it possible to construct the proposed management model using the following dimensions: values, relationships, processes, actions and results. Our survey of sustainable and competitive elements includes management, its implementation and the monitoring process. Thus, we conclude that utilizing this model with support from the science of Administration can contribute to professionalizing craft management to raise its competitiveness and address aspects of sustainability.",Cadernos EBAPE.BR,Geral,metodos mistos,,,,,,,,,,
350,Cooperação internacional e desenvolvimento: análise da atuação de agências internacionais em Duque de Caxias (Rio de Janeiro),"Milani, Carlos R. S.; Loureiro, Julio Cesar de S.",2013,,"Considering that international development cooperation is a political field whose main philosophical tenets (the belief in progress, hope as endeavor or policy imperative, the development goal) bring about relationships of asymmetry, hierarchy and dependence, this article presents and discusses the results of an empirical research conducted in Duque de Caxias between September 2010 and January 2012 in order to answer two major questions: what do practices of international agencies currently active in Duque de Caxias reveal in political and institutional terms? What does the local context of this municipality situated in the metropolitan region of Rio de Janeiro illustrate about the trends analyzed by the more critical literature on the role of development cooperation agencies? Building upon the work of critical analyses of international agencies' political role (such as B. Cooke, W. Easterley, A. Escobar, T. Hayter or G. Rist), this qualitative research describes and analyzes modes of actionof these agencies, be they bilateral or multilateral governmental organizations, private foundations, charitable organizations or voluntary associations in the definition and implementation of development strategies in Duque de Caxias. This article concludes that international agencies seldom act at the city level, limiting themselves to participation in the design of specific development projects and exercise of their power to influence public policy agendas at the local level.",Cadernos EBAPE.BR,Geral,metodos mistos,,,,,,,,,,
351,Desenvolvimento local e estratégia de pequenos empreendimentos agroindustriais - a lógica da cooperação e do associativismo: o Pacto Fonte Nova,"Sausen, Jorge Oneide; Patias, Ivete Aparecida; Allebrandt, Sérgio Luís",2011,,"This study is about the Fonte Nova enterprise, which is an associative organization linked to a local development project instituted from a cooperative work involving the local government, strategic leadership of the city of Criciumal-RS and the productive forces of this local. The objective of this study is to analyze and understand the process of creation and development of this enterprise and the relationships between this project and the local and regional process of development. The analysis was based on a methodological research guideline - the longitudinal, historical and contextual approach - which seeks to understand the evolutionary process of structuration and change of an organization, considering three fundamental elements: the contents of change, its context and its implementation process. Thus, this is a qualitative study. The results reveal that the Fonte Nova agreement was an interesting initiative of local development, since it instituted a process of articulation between the leaderships and the economical and political forces of a city that was economically stagnant and inert, concerning alternatives that could reverse the incredulity and prostration that was commonplace among the population. However, this agreement, which was an important project to revitalize local development and which allowed a new dynamic of agreement between the political and economical agents of the city, also presented a number of problems and obstacles that prevented an even more expressive result of this initiative of development, conceived from an action centered on the purpose of cooperation, solidarity and association.",Cadernos EBAPE.BR,Geral,qualitativo,,,,,,,,,,
352,Desenvolvimento territorial sustentável e desafios postos por megaempreendimentos: o caso do município de Itaguaí - RJ,"Santana, Jeferson Simões; Guedes, Cezar Augusto Miranda; Villela, Lamounier Erthal",2011,,"This article aims to study the role of local authorities and civil society in building territorial sustainability in the implementation processes of mega-projects in the town of Itaguaí-RJ. Therefore, it describes the impact of changes brought about by large enterprises in the territory under study. It examines the role of local governments when it comes to mitigating the undesirable effects and giving a boost to those aspects of growth that help to improve living conditions and the sustainability of the town. As a result there is a lack of instruments for dealing with technical and political interests and strategies of the central government and capital involved, especially regarding the ability to monitor actions involving issues such as discrepancies between the duration of mandates for mayors and maintained long-term planning by firms. The study also found a shortage of trained local organizers to promote actions in support of governance, participatory social management, social and territorial cohesion, sustainability, inclusion and the economic well being of the territory in question.",Cadernos EBAPE.BR,Geral,quantitativo,,,,,,,,,,
